INDEXSORT,YearIndex,Year,FemCode,MatCode,FDNA,FemID,MatID,DamFemCode,DamID,JuvID,Site,YearFirstCap,DOB,Age,Lifespan,IDNotes,DeathYear,FemNotes,Northing,Easting,FemRS,CapDate,CapMass,FirstBirth,DayBirth,FemSVLAft,FemTotAft,FemTailBreak,FemMassAft,Clutch,Cmass,RelCMass,MeanCmass,MeanCSVL,MeanCTot,SexRatio,Nmale,Nstillborn,Csuccess,OffID,JuvBDate,JuvDBirth,OffCode,OffDNA,OffMass,OffSVL,OffTot,OffTL,OffSex,SexAcc,OffRelDate,OffRS,OffNotes,CatchSept,SVLSept,TotSept,TBSept,MassSept,CopsL,CopsR,CopsTot,FolL,FolR,FolTot,NorthSept,EastSept
110,7,2000,0233,0233,,48,48,,,,OR,2000,,,,,,,,,,,,7/01/2001,28,65,114,9,5.6346,2,1.1065,0.196375963,0.5533,29.84,72.775,0,0,0,1,108,7/01/2001,28,3253,,0.569,29.51,72.57,43.06,0,50,,8,,,,,,,,,,,,,,
111,7,2000,,0233,,,48,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,7/01/2001,28,3254,,0.5375,30.17,72.98,42.81,0,90,,8,,,,,,,,,,,,,,
112,7,2000,0021,0021,,49,49,,,,OR,2000,,,,,,,,,,,,8/01/2001,29,69,130,13,6.2084,4,1.8004,0.289994201,0.4501,29.135,68.1425,0.5,2,0,1,110,8/01/2001,29,3311,,0.4631,29.67,70.15,40.48,1,90,,8,,,,,,,,,,,,,,
113,7,2000,,0021,,,49,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,8/01/2001,29,3312,,0.4295,28.66,66.42,37.76,1,95,,8,,,,,,,,,,,,,,
114,7,2000,,0021,,,49,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,8/01/2001,29,3313,,0.4638,29.34,67.52,38.18,0,90,,8,,,,,,,,,,,,,,
115,7,2000,,0021,,,49,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,8/01/2001,29,3314,,0.444,28.87,68.48,39.61,0,90,,8,,,,,,,,,,,,,,
116,7,2000,0031,0031,,50,50,,,,OR,2000,,,,,,,,,,,,8/01/2001,29,65,151,0,5.3068,3,1.4322,0.269880154,0.4774,29.145,68.72,1,2,1,0.666666667,,8/01/2001,29,XXXX,,0.5035,,,,0,,,,,,,,,,,,,,,,,
117,7,2000,,0031,,,50,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,8/01/2001,29,3315,,0.446,29.5,69.41,39.91,1,90,,8,,,,,,,,,,,,,,
118,7,2000,,0031,,,50,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,8/01/2001,29,3320,,0.4827,28.79,68.03,39.24,1,95,,8,,,,,,,,,,,,,,
119,7,2000,0133,0133,,51,51,,,,OR,2000,,,,,,,,,,,,8/01/2001,29,,,,4.9526,1,0.502,0.101360901,0.502,29.34,66.54,1,1,0,1,116,8/01/2001,29,3310,,0.502,29.34,66.54,37.2,1,95,,8,,,,,,,,,,,,,,
120,7,2000,0144,0144,,52,52,,,,OR,2000,,,,,,,,,,,,8/01/2001,29,67,137,40,6.2752,2,1.0393,0.165620219,0.5197,28.355,65,0.5,1,0,1,117,8/01/2001,29,3302,,0.5149,28.21,63.99,35.78,0,95,,8,,,,,,,,,,,,,,
121,7,2000,,0144,,,52,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,8/01/2001,29,3303,,0.5244,28.5,66.01,37.51,1,95,,8,,,,,,,,,,,,,,
122,7,2000,0215,0215,,53,53,,,,OR,2000,,,,,,,,,,,,8/01/2001,29,56,137,0,3.2477,1,0.5716,0.176001478,0.5716,29.99,72.25,1,1,0,1,119,8/01/2001,29,3301,,0.5716,29.99,72.25,42.26,1,90,,8,,,,,,,,,,,,,,
123,7,2000,0225,0225,,54,54,,,,OR,2000,,,,,,,,,,,,8/01/2001,29,65,90,25,5.029,2,0.959,0.190693975,0.4795,29.34,66.49,0,0,0,1,120,8/01/2001,29,3304,,0.493,29.58,66.63,37.05,0,95,,8,,,,,,,,,,,,,,
124,7,2000,,0225,,,54,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,8/01/2001,29,3305,,0.466,29.1,66.35,37.25,0,80,,8,,,,,,,,,,,,,,
125,7,2000,0051,0051,,55,55,,,,OR,2000,,,,,,,,,,,,9/01/2001,30,60,124,35,3.8109,2,0.961,0.252171403,0.4805,28.6,67.97,0.5,1,0,1,122,9/01/2001,30,3344,,0.4856,28.23,66.16,37.93,1,90,,8,,,,,,,,,,,,,,
126,7,2000,,0051,,,55,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,9/01/2001,30,3345,,0.4754,28.97,69.78,40.81,0,80,,8,,,,,,,,,,,,,,
127,7,2000,0131,0131,,56,56,,,,OR,2000,,,,,,,,,,,,9/01/2001,30,59,137,0,3.9411,2,0.8574,0.217553475,0.4287,28.195,62.96,0,0,0,1,124,9/01/2001,30,3321,,0.4302,28.64,62.96,34.32,0,70,,8,,,,,,,,,,,,,,
128,7,2000,,0131,,,56,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,9/01/2001,30,3322,,0.4272,27.75,62.96,35.21,0,90,,8,,,,,,,,,,,,,,
129,7,2000,0135,0135,,57,57,,,,OR,2000,,,,,,,,,,,,9/01/2001,30,60,145,0,5.0163,2,1.1283,0.224926739,0.5642,29.77,69.58,0.5,1,0,1,126,9/01/2001,30,3325,,0.5829,29.65,69.5,39.85,1,99,,8,,,,,,,,,,,,,,
130,7,2000,,0135,,,57,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,9/01/2001,30,3330,,0.5454,29.89,69.66,39.77,0,90,,8,,,,,,,,,,,,,,
131,7,2000,0140,0140,,58,58,,,,OR,2000,,,,,,,,,,,,9/01/2001,30,64,141,0,4.4102,2,1.1168,0.253231146,0.5584,29.84,70.695,1,2,0,1,128,9/01/2001,30,3342,,0.5913,29.57,70.93,41.36,1,95,,8,,,,,,,,,,,,,,
132,7,2000,,0140,,,58,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,9/01/2001,30,3343,,0.5255,30.11,70.46,40.35,1,99,,8,,,,,,,,,,,,,,
133,7,2000,02/3/405,02/3/405,,59,59,,,,OR,2000,,,,,,,,,,,,9/01/2001,30,65,123,27,4.5481,2,0.9612,0.211341,0.4806,29.585,68.46,0,0,0,1,130,9/01/2001,30,3331/(2),,0.4676,29.27,,,0,90,,8,,,,,,,,,,,,,,
134,7,2000,,02/3/405,,,59,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,9/01/2001,30,3332,,0.4936,29.9,68.46,38.56,0,90,,8,,,,,,,,,,,,,,
135,7,2000,0201,0201,,60,60,,,,OR,2000,,,,,,,,,,,,9/01/2001,30,60,137,71,4.3739,2,1.0209,0.233407257,0.5105,29.88,70.455,0.5,1,0,1,132,9/01/2001,30,3333,,0.5065,29.26,70.59,41.33,0,90,,8,,,,,,,,,,,,,,
136,7,2000,,0201,,,60,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,9/01/2001,30,3340,,0.5144,30.5,70.32,39.82,1,50,,8,,,,,,,,,,,,,,
137,7,2000,0202,0202,,61,61,,,,OR,2000,,,,,,,,,,,,9/01/2001,30,64,143,62,5.0606,3,1.1366,0.224597874,0.3789,26.98333333,61.99,0,0,0,1,134,9/01/2001,30,3334,,0.389,26.33,,,0,90,,8,,,,,,,,,,,,,,
138,7,2000,,0202,,,61,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,9/01/2001,30,3335,,0.3562,27.26,61.8,34.54,0,80,,8,,,,,,,,,,,,,,
139,7,2000,,0202,,,61,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,9/01/2001,30,3341,,0.3914,27.36,62.18,34.82,0,90,,8,,,,,,,,,,,,,,
140,7,2000,0210,0210,,62,62,,,,OR,2000,,,,,,,,,,,,9/01/2001,30,64,136,48,4.9626,1,0.5808,0.117035425,0.5808,31.16,70.91,1,1,0,1,137,9/01/2001,30,3350,,0.5808,31.16,70.91,39.75,1,95,,8,,,,,,,,,,,,,,
141,7,2000,0230,0230,,63,63,,,,OR,2000,,,,,,,,,,,,9/01/2001,30,64,115,16,4.7753,2,1.1285,0.236320231,0.5643,30.365,67.955,0,0,0,1,138,9/01/2001,30,3323,,0.5648,29.99,67,37.01,0,90,,8,,,,,,,,,,,,,,
142,7,2000,,0230,,,63,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,9/01/2001,30,3324,,0.5637,30.74,68.91,38.17,0,90,,8,,,,,,,,,,,,,,
143,7,2000,5011,5011,,64,64,,,,OR,2000,,,,,,,,,,,,10/01/2001,31,69,156,0,5.8065,2,1.1561,0.199104452,0.5781,29.485,68.835,0.5,1,0,1,140,10/01/2001,31,3401,,0.5598,29.39,67.18,37.79,0,90,,8,,,,,,,,,,,,,,
144,7,2000,,5011,,,64,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,10/01/2001,31,3402,,0.5963,29.58,70.49,40.91,1,95,,8,,,,,,,,,,,,,,
145,7,2000,0045,0045,,65,65,,,,OR,2000,,,,,,,,,,,,10/01/2001,31,63,148,0,4.194,2,1.0539,0.251287554,0.527,29.34,67.92,1,2,0,1,142,10/01/2001,31,3405,,0.497,29.33,67.34,38.01,1,90,,8,,,,,,,,,,,,,,
146,7,2000,,0045,,,65,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,10/01/2001,31,3410,,0.5569,29.35,68.5,39.15,1,100,,8,,,,,,,,,,,,,,
147,7,2000,0101,0101,,66,66,,,,OR,2000,,,,,,,,,,,,10/01/2001,31,62,138,0,4.0355,2,1.1451,0.28375666,0.5726,29.38,67.59,0.5,1,0,1,144,10/01/2001,31,3352,,0.571,29.52,67.55,38.03,0,90,,8,,,,,,,,,,,,,,
148,7,2000,,0101,,,66,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,10/01/2001,31,3353,,0.5741,29.24,67.63,38.39,1,90,,8,,,,,,,,,,,,,,
149,7,2000,0141,0141,,67,67,,,,OR,2000,,,,,,,,,,,,10/01/2001,31,69,128,23,5.7872,3,1.499,0.259019906,0.4997,29.11333333,69.42,0.333333333,1,0,1,146,10/01/2001,31,3354,,0.5224,28.9,68.85,39.95,0,90,,8,,,,,,,,,,,,,,
150,7,2000,,0141,,,67,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,10/01/2001,31,3355,,0.4707,29.38,69.84,40.46,1,100,,8,,,,,,,,,,,,,,
151,7,2000,,0141,,,67,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,10/01/2001,31,3400,,0.5059,29.06,69.57,40.51,0,90,,8,,,,,,,,,,,,,,
152,7,2000,0204,0204,,68,68,,,,OR,2000,,,,,,,,,,,,10/01/2001,31,62,144,0,5.3388,1,,,,,,,0,1,0,,10/01/2001,31,XXXX,,,,,,,,,,,,,,,,,,,,,,,
153,7,2000,023/40,023/40,,69,69,,,,OR,2000,,,,,,,,,,,,10/01/2001,31,63,139,76,4.6136,2,1.0217,0.221453962,0.5109,29.71,67.255,0.5,1,0,1,149,10/01/2001,31,3403,,0.4851,29.91,67.41,37.5,0,90,,8,,,,,,,,,,,,,,
154,7,2000,,023/40,,,69,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,10/01/2001,31,3404,,0.5366,29.51,67.1,37.59,1,95,,8,,,,,,,,,,,,,,
155,7,2000,0520,0520,,70,70,,,,OR,2000,,,,,,,,,,,,10/01/2001,31,64,153,0,4.8705,1,0.5548,0.113910276,0.5548,30,73.15,1,1,0,1,151,10/01/2001,31,3351,,0.5548,30,73.15,43.15,1,100,,8,,,,,,,,,,,,,,
156,7,2000,1002,1002,,71,71,,,,OR,2000,,,,,,,,,,,,10/01/2001,31,60,144,0,4.1885,2,1.0337,0.246794795,0.5169,29.015,66.725,0,0,0,1,152,10/01/2001,31,3411/2,,0.5442,28.85,67.86,39.01,0,80,,8,,,,,,,,,,,,,,
157,7,2000,,1002,,,71,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,10/01/2001,31,3412,,0.4895,29.18,65.59,36.41,0,90,,8,,,,,,,,,,,,,,
158,7,2000,0041,0041,,72,72,,,,OR,2000,,,,,,,,,,,,11/01/2001,32,60,149,0,3.7592,2,1.0312,0.274313684,0.5156,29.365,69.065,0,0,0,1,154,11/01/2001,32,3413,,0.5161,29.61,71.22,41.61,0,90,,8,,,,,,,,,,,,,,
159,7,2000,,0041,,,72,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,11/01/2001,32,3414,,0.5151,29.12,66.91,37.79,0,50,,8,,,,,,,,,,,,,,
160,7,2000,0112,0112,,73,73,,,,OR,2000,,,,,,,,,,,,11/01/2001,32,60,118,43,4.3145,2,0.9591,0.222296906,0.4796,29.735,69.19,0.5,1,0,1,156,11/01/2001,32,3421,,0.4681,29.84,69.19,39.35,0,90,,8,,,,,,,,,,,,,,
161,7,2000,,0112,,,73,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,11/01/2001,32,3422,,0.491,29.63,,,1,100,,8,,,,,,,,,,,,,,
162,7,2000,0213,0213,,74,74,,,,OR,2000,,,,,,,,,,,,11/01/2001,32,63,137,53,5.0356,2,1.0906,0.216577965,0.5453,29.695,68.72,0.5,1,0,1,158,11/01/2001,32,3415,,0.5426,30.22,70.48,40.26,1,90,,8,,,,,,,,,,,,,,
163,7,2000,,0213,,,74,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,11/01/2001,32,3420,,0.548,29.17,66.96,37.79,0,90,,8,,,,,,,,,,,,,,
164,7,2000,0220,0220,,75,75,,,,OR,2000,,,,,,,,,,,,11/01/2001,32,68,159,0,5.992,3,1.6109,0.268841789,0.537,29.15333333,67.29666667,0.333333333,1,0,1,160,11/01/2001,32,3423,,0.5095,29.13,68.29,39.16,0,90,,8,,,,,,,,,,,,,,
165,7,2000,,0220,,,75,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,11/01/2001,32,3424,,0.5653,29.31,67.03,37.72,0,90,,8,,,,,,,,,,,,,,
166,7,2000,,0220,,,75,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,11/01/2001,32,Mar-25,,0.5361,29.02,66.57,37.55,1,95,,8,,,,,,,,,,,,,,
167,7,2000,2001,2001,,76,76,,,,OR,2000,,,,,,,,,,,,11/01/2001,32,69,158,0,5.7558,2,1.0142,0.176204872,0.5071,29.07,71.02,1,2,0,1,163,11/01/2001,32,3430,,0.4752,29.19,70.66,41.47,1,95,,8,,,,,,,,,,,,,,
168,7,2000,,2001,,,76,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,11/01/2001,32,3431,,0.539,28.95,71.38,42.43,1,99,,8,,,,,,,,,,,,,,
169,7,2000,0120,0120,,77,77,,,,OR,2000,,,,,,,,,,,,12/01/2001,33,63,144,0,4.9761,2,0.9141,0.183698077,0.4571,27.785,63.8,0.5,1,0,1,165,12/01/2001,33,3434,,0.4481,28.27,63.97,35.7,0,95,,8,,,,,,,,,,,,,,
170,7,2000,,0120,,,77,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,12/01/2001,33,3435,,0.466,27.3,63.63,36.33,1,100,,8,,,,,,,,,,,,,,
171,7,2000,0153,0153,,78,78,,,,OR,2000,,,,,,,,,,,,12/01/2001,33,61,145,0,4.8795,2,1.0333,0.2117635,0.5167,29.18,67.73,1,2,0,1,167,12/01/2001,33,3440,,0.5385,29.25,,,1,99,,8,,,,,,,,,,,,,,
172,7,2000,,0153,,,78,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,12/01/2001,33,3441,,0.4948,29.11,67.73,38.62,1,95,,8,,,,,,,,,,,,,,
173,7,2000,2120,2120,,79,79,,,,OR,2000,,,,,,,,,,,,12/01/2001,33,66,111,16,4.3125,2,0.9952,0.230771014,0.4976,28.795,66.25,0.5,1,0,1,169,12/01/2001,33,3432,,0.5154,28.5,64.72,36.22,1,99,,8,,,,,,,,,,,,,,
174,7,2000,,2120,,,79,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,12/01/2001,33,3433,,0.4798,29.09,67.78,38.69,0,70,,8,,,,,,,,,,,,,,
175,7,2000,0150,0150,,80,80,,,,OR,2000,,,,,,,,,,,,13/01/2001,34,61,136,60,4.3653,1,0.4738,0.108537787,0.4738,29.27,69.31,0,0,0,1,171,13/01/2001,34,3442,,0.4738,29.27,69.31,40.04,0,80,,8,,,,,,,,,,,,,,
176,7,2000,0152,0152,,81,81,,,,OR,2000,,,,,,ignore unreliable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,7,2000,0205,0205,,82,82,,,,OR,2000,,,,,,,,,,,,13/01/2001,34,63,112,17,4.1238,2,0.9757,0.236602163,0.4879,28.75,67.105,0.5,1,0,1,172,13/01/2001,34,3443,,0.4662,28.8,67.3,38.5,0,90,,8,,,,,,,,,,,,,,
178,7,2000,,0205,,,82,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,13/01/2001,34,3444,,0.5095,28.7,66.91,38.21,1,50,,8,,,,,,,,,,,,,,
179,7,2000,0022,0022,,83,83,,,,OR,2000,,,,,,,,,,,,14/01/2001,35,62,134,62,4.8409,2,0.7711,0.159288562,0.3856,27.11,62.93,1,2,0,1,174,14/01/2001,35,3445,,0.348,26.3,60.54,34.24,1,100,,8,,,,,,,,,,,,,,
180,7,2000,,0022,,,83,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,14/01/2001,35,3450,,0.4231,27.92,65.32,37.4,1,99,,8,,,,,,,,,,,,,,
181,7,2000,0104,0104,,84,84,,,,OR,2000,,,,,,,,,,,,14/01/2001,35,60,138,0,3.7858,2,1.0012,0.264461937,0.5006,29.16,66.505,0,0,0,1,176,14/01/2001,35,3451,,0.5009,29.92,68.16,38.24,0,90,,8,,,,,,,,,,,,,,
182,7,2000,,0104,,,84,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,14/01/2001,35,3452,,0.5003,28.4,64.85,36.45,0,85,,8,,,,,,,,,,,,,,
183,7,2000,0015,0015,,85,85,,,,OR,2000,,,,,,quite bad mites,,,,,,15/01/2001,36,62,130,24,4.81,2,0.856,0.177962578,0.428,27.41,64.315,0.5,1,0,1,178,15/01/2001,36,3453,,0.4439,28.43,65.35,36.92,0,95,,8,,,,,,,,,,,,,,
184,7,2000,,0015,,,85,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,15/01/2001,36,3454,,0.4121,26.39,63.28,36.89,1,100,,8,,,,,,,,,,,,,,
185,7,2000,0232,0232,,86,86,,,,OR,2000,,,,,,,,,,,,15/01/2001,36,63,87,13,5.3527,1,0.4793,0.089543595,0.4793,28.58,70.19,1,1,0,1,180,15/01/2001,36,3501,,0.4793,28.58,70.19,41.61,1,95,,8,,,,,,,,,,,,,,
186,7,2000,1230,1230,,87,87,,,,OR,2000,,,,,,,,,,,,15/01/2001,36,66,139,45,5.7572,2,1.1004,0.191134579,0.5502,30.215,70.225,0.5,1,0,1,181,15/01/2001,36,Feb-55,,0.5339,29.81,68.87,39.06,1,100,,8,,,,,,,,,,,,,,
187,7,2000,,1230,,,87,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,15/01/2001,36,3500,,0.5665,30.62,71.58,40.96,0,90,,8,,,,,,,,,,,,,,
188,7,2000,0130,0130,,88,88,,,,OR,2000,,,,,,,,,,,,16/01/2001,37,68,130,19,6.4255,2,0.8876,0.13813711,0.4438,28.51,66.685,1,2,0,1,183,16/01/2001,37,3502,,0.4456,28.88,67.88,39,1,95,,8,,,,,,,,,,,,,,
189,7,2000,,0130,,,88,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,16/01/2001,37,3503,,0.442,28.14,65.49,37.35,1,100,,8,,,,,,,,,,,,,,
190,7,2000,0151,0151,,89,89,,,,OR,2000,,,,,,,,,,,,16/01/2001,37,64,139,69,4.1191,3,1.4642,0.355466,0.4881,28.65333333,65.99666667,0.666666667,2,0,1,185,16/01/2001,37,3510,,0.5329,28.46,66.12,37.66,1,100,,8,,,,,,,,,,,,,,
191,7,2000,,0151,,,89,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,16/01/2001,37,3511,,0.473,29.3,66.83,37.53,1,95,,8,,,,,,,,,,,,,,
192,7,2000,,0151,,,89,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,16/01/2001,37,3512,,0.4583,28.2,65.04,36.84,0,90,,8,,,,,,,,,,,,,,
193,7,2000,0212,0212,,90,90,,,,OR,2000,,,,,,bad mites,,,,,,16/01/2001,37,63,128,51,4.9478,2,0.8687,0.175572982,0.4344,28.575,67.085,0,0,0,1,188,16/01/2001,37,3504,,0.4754,28.78,67.97,39.19,0,90,,8,,,,,,,,,,,,,,
194,7,2000,,0212,,,90,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,16/01/2001,37,3505,,0.3933,28.37,66.2,37.83,0,90,,8,,,,,,,,,,,,,,
195,7,2000,0012,0012,,91,91,,,,OR,2000,,,,,,,,,,,,16/01/2001,,64,135,34,4.9521,1,0.5593,0.112941984,0.5593,29.55,69.86,,1,1,0,,16/01/2001,37,XXXX,,0.5593,29.55,69.86,40.31,1,100,,,,,,,,,,,,,,,,
196,7,2000,0123,0123,,92,92,,,,OR,2000,,,,,,,,,,,,17/01/2001,38,61,123,40,3.4637,1,0.5496,0.15867425,0.5496,29.81,68.7,1,1,0,1,190,17/01/2001,38,3512,,0.5496,29.81,68.7,38.89,1,95,,8,,,,,,,,,,,,,,
197,7,2000,0241,0241,,93,93,,,,OR,2000,,,,,,,,,,,,19/01/2001,40,63,116,49,5.0085,1,0.3977,0.079405011,0.3977,30.37,70.66,1,1,0,1,191,19/01/2001,40,3512/3,,0.3977,30.37,70.66,40.29,1,100,,8,,,,,,,,,,,,,,
198,7,2000,5300,5300,,94,94,,,,OR,2000,,,,,,,,,,,,20/01/2001,41,63,,,5.7009,2,1.0942,0.191934607,0.5471,29.23,68.56,1,2,0,1,192,20/01/2001,41,3513,,0.5069,27.89,65.43,37.54,1,100,,8,,,,,,,,,,,,,,
199,7,2000,,5300,,,94,,,,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,20/01/2001,41,3514,,0.5873,30.57,71.69,41.12,1,100,,8,,,,,,,,,,,,,,
200,7,2000,0235,0235,,95,95,,,,OR,2000,,,,what is this record?,,ignore unreliable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,7,2000,,0235,,,95,,,,OR,,,,,what is this record?,,ignore unreliable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,7,2000,0055,0055,,96,96,,,,OR,2000,,,,,,gravid 2001 with mites no birth recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,7,2000,0013,0013,,97,97,,,,OR,2000,,,,,,no clutch 2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,7,2000,0211,0211,,98,98,,,,OR,2000,,,,,,no clutch 2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,7,2000,0242,0242,,99,99,,,,OR,2000,,,,,,no clutch 2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,7,2000,2250,2250,,100,100,,,,OR,2000,,,,,,no clutch 2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,7,2000,1154,1154,,1000,1000,,,,CP,2000,,,,,,,,,,,,19/01/2001,40,83,172,58,9.081,5,3.2416,0.356965092,0.6483,31.552,72.214,0.6,3,0,1,194,19/01/2001,40,4010,,0.649,31.18,70.99,39.81,0,90,,6,,,,,,,,,,,,,,
208,7,2000,,1154,,,1000,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,19/01/2001,40,4011,,0.632,31.03,70.96,39.93,0,95,,6,,,,,,,,,,,,,,
209,7,2000,,1154,,,1000,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,19/01/2001,40,4012,,0.6524,31.73,73.38,41.65,1,95,,6,,,,,,,,,,,,,,
210,7,2000,,1154,,,1000,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,19/01/2001,40,4013,,0.6272,31.55,72.27,40.72,1,99,,6,,,,,,,,,,,,,,
211,7,2000,,1154,,,1000,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,19/01/2001,40,4014,,0.681,32.27,73.47,41.2,1,95,,6,,,,,,,,,,,,,,
212,7,2000,1220,1220,,1001,1001,,,,CP,2000,,,,,,,,,,,,19/01/2001,40,83,177,72,9.6359,6,3.3384,0.346454405,0.5564,30.048,66.916,0.4,2,1,0.833333333,,19/01/2001,40,XXXX,,0.54,,,,,,,,,,,,,,,,,,,,,
213,7,2000,,1220,,,1001,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,19/01/2001,40,4001,,0.5675,30.03,67.53,37.5,0,90,,6,,,,,,,,,,,,,,
214,7,2000,,1220,,,1001,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,19/01/2001,40,4002,,0.564,30.08,68.11,38.03,0,99,,6,,,,,,,,,,,,,,
215,7,2000,,1220,,,1001,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,19/01/2001,40,4003,,0.5373,29.75,66.04,36.29,1,100,,6,,,,,,,,,,,,,,
216,7,2000,,1220,,,1001,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,19/01/2001,40,4004,,0.5583,29.65,65,35.35,0,80,,6,,,,,,,,,,,,,,
217,7,2000,,1220,,,1001,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,19/01/2001,40,4005,,0.5713,30.73,67.9,37.17,1,100,,6,,,,,,,,,,,,,,
218,7,2000,1110,1110,,1002,1002,,,,CP,2000,,,,,,,,,,,,20/01/2001,41,83,184,88,9.3059,4,2.0975,0.225394642,0.5244,29.7575,66.73,0.5,2,0,1,204,20/01/2001,41,4015,,0.54,29.91,67.95,38.04,0,95,,6,,,,,,,,,,,,,,
219,7,2000,,1110,,,1002,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,20/01/2001,41,4020,,0.4694,29.01,64.08,35.07,1,95,,6,,,,,,,,,,,,,,
220,7,2000,,1110,,,1002,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,20/01/2001,41,4021,,0.5271,29.65,68.36,38.71,1,90,,6,,,,,,,,,,,,,,
221,7,2000,,1110,,,1002,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,20/01/2001,41,4022,,0.561,30.46,66.53,36.07,0,90,,6,,,,,,,,,,,,,,
222,7,2000,1215,1215,,1003,1003,,,,CP,2000,,,,,,,,,,7/01/2001,,21/01/2001,42,81,151,33,7.9649,5,2.8273,0.354969931,0.5655,30.002,68.216,1,5,0,1,208,21/01/2001,42,4023,,0.56,29.9,67.89,37.99,1,95,,6,,,,,,,,,,,,,,
